0.7426	0.7125	-0.1819	0.497
0.748	0.7159	-0.1823	0.4969
0.7534	0.7192	-0.1827	0.4967
0.7588	0.7225	-0.1831	0.4966
0.7642	0.7258	-0.1835	0.4965
0.7697	0.7289	-0.184	0.4964
0.7751	0.7321	-0.1844	0.4963
0.7805	0.7351	-0.1848	0.4962
0.7859	0.7382	-0.1852	0.4961
0.7913	0.7412	-0.1856	0.496
0.7968	0.7441	-0.186	0.4959
0.8022	0.747	-0.1865	0.4958
0.8076	0.7499	-0.1869	0.4958
0.813	0.7527	-0.1873	0.4957
0.8184	0.7555	-0.1877	0.4956
0.8239	0.7582	-0.1881	0.4956
0.8293	0.7609	-0.1885	0.4955
0.8347	0.7636	-0.189	0.4954
0.8401	0.7662	-0.1894	0.4953
0.8455	0.7688	-0.1898	0.4953
0.851	0.7714	-0.1902	0.4952
0.8564	0.774	-0.1906	0.4951
0.8618	0.7766	-0.191	0.4951
0.8672	0.7791	-0.1914	0.495
0.8726	0.7816	-0.1918	0.495
0.8781	0.7842	-0.1922	0.4949
0.8835	0.7866	-0.1926	0.4948
0.8889	0.7892	-0.193	0.4948
0.8943	0.7917	-0.1934	0.4947
0.8997	0.7942	-0.1938	0.4946
0.9052	0.7968	-0.1941	0.4945
0.9106	0.7993	-0.1945	0.4944
0.916	0.8019	-0.1948	0.4943
0.9214	0.8044	-0.1952	0.4942
0.9268	0.807	-0.1955	0.4941
0.9323	0.8096	-0.1958	0.494
0.9377	0.8123	-0.1961	0.4939
0.9431	0.8149	-0.1964	0.4937
0.9485	0.8177	-0.1967	0.4936
0.9539	0.8204	-0.197	0.4935
0.9594	0.8232	-0.1972	0.4933
0.9648	0.8261	-0.1975	0.4931
0.9702	0.8289	-0.1977	0.4929
0.9756	0.8319	-0.198	0.4927
0.981	0.8348	-0.1982	0.4926
0.9865	0.8379	-0.1984	0.4923
0.9919	0.841	-0.1986	0.4921
0.9973	0.8442	-0.1987	0.4919
1.0027	0.8475	-0.1989	0.4916
1.0081	0.8508	-0.1991	0.4913
1.0136	0.8542	-0.1992	0.491
1.019	0.8576	-0.1994	0.4908
1.0244	0.8612	-0.1995	0.4905
1.0298	0.8649	-0.1996	0.4901
1.0352	0.8686	-0.1997	0.4898
1.0407	0.8723	-0.1998	0.4895
1.0461	0.8763	-0.1999	0.4891
1.0515	0.8803	-0.1999	0.4888
1.0569	0.8844	-0.2	0.4884
1.0623	0.8885	-0.2	0.488
1.0678	0.8929	-0.2	0.4876
1.0732	0.8974	-0.2	0.4872
1.0786	0.9018	-0.2	0.4867
1.084	0.9063	-0.2	0.4863
